Ticket_ID,Customer_ID,Ticket_Date,Issue_Category,Product_Category,Priority,Status,Assigned_Agent,Response_Time_Hours,Resolution_Time_Hours,Customer_Satisfaction_Rating,Region,Channel,Escalated
TCK108521,CUST41777,2024-09-04 05:43:04,App Crash,Books & Media,Low,Closed,Ishita Kapoor,0.99,23.86,4.0,North,Email,No
TCK104268,CUST25745,2024-01-12 08:15:46,Product Defect,Electronics,Medium,Resolved,Aarav Sharma,1.35,12.38,3.0,North,Email,No
TCK111984,CUST14799,2024-04-15 07:35:43,Order Cancellation,Books & Media,Low,Closed,Neha Gupta,0.45,23.88,4.0,West,Email,No
TCK100464,CUST31108,2024-11-17 18:00:36,Delivery Delay,Furniture,Low,Closed,Rohan Mehta,7.22,5.95,4.0,West,Email,No
TCK101755,CUST35090,2024-04-01 19:36:43,Warranty Claim,Electronics,Medium,Open,Aarav Sharma,0.24,,,East,Chat,No
TCK110897,CUST15997,2024-03-09 06:10:18,Order Cancellation,Groceries,Low,Closed,Rohan Mehta,2.35,18.33,4.0,North,Phone,No
TCK105639,CUST10997,2024-11-08 17:39:17,Account Access,Home Appliances,Low,Resolved,Manish Kumar,6.07,4.57,4.0,East,Email,No
TCK106506,CUST22971,2024-09-15 18:18:59,App Crash,Home Appliances,Low,Closed,Rohan Mehta,0.14,13.88,4.0,South,Chat,No
TCK105959,CUST49312,2024-02-18 09:34:56,Delivery Delay,Furniture,Critical,Resolved,Manish Kumar,0.47,9.0,3.0,West,Email,No
TCK108518,CUST33345,2024-04-08 00:50:55,Refund Request,Electronics,Medium,Closed,Aditya Singh,2.27,26.43,3.0,Central,Chat,No
TCK100379,CUST46624,2024-03-25 06:44:26,Payment Failure,Fashion,Medium,Closed,Karan Verma,0.56,2.34,5.0,East,Chat,No
TCK103107,CUST48763,2024-04-14 09:59:57,Warranty Claim,Books & Media,High,Closed,Vikram Rao,0.66,0.5,4.0,North,Phone,No
TCK104804,CUST23795,2024-05-19 18:54:09,Warranty Claim,Books & Media,Low,Closed,Priya Nair,1.48,28.19,4.0,,Web,No
TCK101336,CUST48348,2024-11-22 11:44:40,Order Cancellation,Software/Subscription,Low,Open,Rohan Mehta,0.69,,,North,Email,No
TCK110663,CUST26661,2024-07-03 03:02:42,Account Access,Electronics,High,Resolved,Vikram Rao,0.38,28.79,3.0,Central,Phone,No
TCK111747,CUST24354,2024-02-16 23:32:37,Product Defect,Home Appliances,Medium,Closed,Priya Nair,4.07,6.27,3.0,East,Email,No
TCK102717,CUST14681,2024-06-12 22:27:57,App Crash,Home Appliances,Low,Closed,Neha Gupta,9.22,15.74,4.0,East,Web,No
TCK109860,CUST34401,2024-03-02 10:49:36,Login Problem,Groceries,Low,Closed,Neha Gupta,0.1,1.08,4.0,South,Web,No
TCK110011,CUST17877,2024-03-09 16:03:18,Refund Request,Electronics,Medium,Closed,Ananya Iyer,0.98,22.16,2.0,East,Phone,No
TCK107478,CUST37384,2024-02-27 20:09:17,Warranty Claim,Fashion,Medium,Resolved,Manish Kumar,10.12,3.23,3.0,North,Email,No
TCK107915,CUST45460,2024-07-27 10:52:55,Login Problem,Furniture,Low,Closed,Rahul Joshi,0.45,24.84,4.0,North,Web,No
TCK107160,CUST13924,2024-08-04 06:25:51,Feature Request,Home Appliances,Medium,Resolved,Ananya Iyer,0.37,3.64,4.0,East,Chat,No
TCK107525,CUST33756,2024-05-23 01:50:50,Delivery Delay,Mobile & Accessories,Critical,Closed,Neha Gupta,0.21,11.3,4.0,South,Chat,No
TCK101812,CUST38561,2024-09-20 16:01:22,Technical Support,Mobile & Accessories,Medium,Closed,Karan Verma,0.15,10.3,3.0,South,Email,No
TCK109582,CUST28464,2024-07-20 04:03:01,Refund Request,Mobile & Accessories,Medium,Resolved,Priya Nair,0.24,19.18,5.0,West,Web,No
TCK106785,CUST32661,2024-09-07 05:46:43,Delivery Delay,Fashion,Medium,Closed,Rohan Mehta,6.14,6.22,,,Email,No
TCK101895,CUST27009,2024-12-03 12:10:59,Payment Failure,Mobile & Accessories,Low,Resolved,Rahul Joshi,0.59,21.11,4.0,South,Web,No
TCK108951,CUST21692,2024-01-03 23:51:06,Delivery Delay,Mobile & Accessories,Low,Resolved,Aditya Singh,6.03,109.31,2.0,South,Email,No
TCK108740,CUST17100,2024-08-29 11:23:33,Payment Failure,Mobile & Accessories,High,Closed,Pooja Desai,0.23,23.48,5.0,Central,Web,No
TCK107507,CUST37960,2024-12-04 07:07:04,App Crash,Furniture,Medium,Resolved,Priya Nair,2.24,15.74,3.0,North,Chat,No
TCK106674,CUST11322,2024-04-23 22:06:27,Login Problem,Books & Media,Low,Resolved,Aditya Singh,2.0,17.28,3.0,East,Web,No
TCK101190,CUST38993,2024-05-30 20:48:44,Billing Issue,Furniture,Low,Closed,Karan Verma,6.48,8.53,3.0,East,Web,No
TCK105195,CUST48954,2024-02-19 04:25:28,Payment Failure,Home Appliances,Medium,Closed,Divya Menon,4.16,22.77,4.0,East,Web,No
TCK108041,CUST48969,2024-03-01 15:53:05,Product Defect,Software/Subscription,High,Closed,Aarav Sharma,3.78,30.44,3.0,South,Chat,Yes
TCK106953,CUST48273,2024-05-17 17:37:38,Payment Failure,Software/Subscription,Medium,Open,Karan Verma,0.13,,,West,Phone,No
TCK108828,CUST16224,2024-10-13 15:29:38,Login Problem,Home Appliances,Low,Resolved,Sneha Reddy,1.04,11.32,4.0,West,Email,No
TCK103455,CUST17750,2024-11-20 13:14:06,Billing Issue,Mobile & Accessories,Low,In Progress,Rohan Mehta,3.74,,,West,Email,No
TCK107822,CUST33009,2024-01-31 20:30:11,Order Cancellation,Groceries,High,Closed,Vikram Rao,1.22,9.94,4.0,West,Chat,No
TCK105909,CUST31724,2024-03-10 02:29:02,Account Access,Mobile & Accessories,Low,Closed,Rohan Mehta,0.45,18.79,3.0,,Email,No
TCK108970,CUST49531,2024-11-19 19:40:13,App Crash,Fashion,High,Resolved,Vikram Rao,0.39,10.61,3.0,West,Phone,No
TCK107423,CUST29166,2024-04-02 16:22:45,Technical Support,Books & Media,Medium,Resolved,Divya Menon,0.49,7.5,3.0,Central,Phone,No
TCK109040,CUST20648,2024-04-07 01:08:55,Payment Failure,Electronics,Low,Closed,Karan Verma,3.58,17.25,5.0,South,Web,No
TCK104614,CUST30384,2024-11-18 15:47:06,Feature Request,Mobile & Accessories,Medium,Resolved,Pooja Desai,5.46,4.04,4.0,East,Email,No
TCK103993,CUST49798,2024-07-11 04:45:59,Refund Request,Books & Media,Low,Closed,Vikram Rao,2.1,34.19,4.0,West,Email,No
TCK111207,CUST30673,2024-12-16 07:06:14,Payment Failure,Furniture,Critical,Resolved,Aarav Sharma,0.23,24.35,5.0,East,Phone,No
TCK101031,CUST39896,2024-08-25 09:02:17,Product Defect,Home Appliances,Low,In Progress,Priya Nair,1.29,,,North,Web,No
TCK109491,CUST45739,2024-10-16 01:51:17,Delivery Delay,Fashion,Low,In Progress,Sneha Reddy,7.26,,,West,Web,No
TCK102221,CUST39057,2024-02-25 07:20:34,Feature Request,Software/Subscription,Medium,Resolved,Aarav Sharma,1.22,9.55,5.0,East,Chat,No
TCK103775,CUST43337,2024-09-01 11:52:50,Account Access,Software/Subscription,Low,Closed,Priya Nair,0.81,4.13,4.0,West,Email,No
TCK111351,CUST38860,2024-01-19 15:14:14,Payment Failure,Electronics,Low,Resolved,Pooja Desai,8.6,0.5,4.0,North,Email,No
TCK109393,CUST28804,2024-10-22 04:58:37,Payment Failure,Software/Subscription,Low,In Progress,Rohan Mehta,0.36,,,South,Chat,No
TCK101756,CUST47732,2024-01-02 19:18:47,Payment Failure,Software/Subscription,Low,Closed,Pooja Desai,0.92,5.28,5.0,South,Phone,No
TCK106316,CUST15468,2024-06-04 16:34:41,Payment Failure,Home Appliances,Low,Resolved,Arjun Malhotra,2.01,92.54,1.0,North,Chat,No
TCK108865,CUST14407,2024-08-02 10:37:51,Feature Request,Mobile & Accessories,Medium,In Progress,Manish Kumar,0.52,,,North,Chat,No
TCK104328,CUST19732,2024-12-05 07:29:16,Delivery Delay,Home Appliances,Low,Closed,Rohan Mehta,3.57,19.53,3.0,South,Email,No
TCK110352,CUST25009,2024-04-25 20:59:27,Product Defect,Home Appliances,Medium,Resolved,Manish Kumar,2.2,2.32,5.0,North,Phone,No
TCK100111,CUST33253,2024-11-05 20:20:11,Refund Request,Groceries,Medium,Resolved,Manish Kumar,2.9,15.12,3.0,East,Web,No
TCK108068,CUST12114,2024-08-12 23:31:16,Feature Request,Software/Subscription,Medium,Open,Vikram Rao,1.35,,,East,Email,No
TCK108993,CUST41966,2024-05-25 12:31:32,Refund Request,Fashion,Medium,Resolved,Arjun Malhotra,3.7,14.97,5.0,East,Web,No
TCK105732,CUST42803,2024-06-22 04:02:08,Billing Issue,Groceries,High,Closed,Arjun Malhotra,0.79,5.71,,Central,Phone,No
TCK102918,CUST47423,2024-05-09 04:16:55,Refund Request,Software/Subscription,Low,Closed,Arjun Malhotra,1.73,32.96,5.0,Central,Email,No
TCK106342,CUST36353,2024-06-29 11:31:26,Payment Failure,Furniture,Low,Resolved,Ananya Iyer,0.69,13.63,4.0,North,Phone,No
TCK101516,CUST40186,2024-05-02 16:38:45,Product Defect,Software/Subscription,Low,Closed,Neha Gupta,1.58,11.89,4.0,South,Chat,No
TCK111884,CUST47053,2024-10-08 04:06:12,Technical Support,Furniture,High,Closed,Ishita Kapoor,0.1,6.97,2.0,North,Phone,No
TCK111165,CUST11240,2024-02-07 15:21:57,Delivery Delay,Electronics,Medium,Resolved,Ananya Iyer,0.1,8.29,4.0,East,Phone,No
TCK110971,CUST14708,2024-10-07 11:42:08,Billing Issue,Books & Media,Low,Closed,Rohan Mehta,0.36,41.53,4.0,South,Phone,No
TCK110190,CUST31722,2024-12-26 15:38:08,Product Defect,Furniture,Medium,Resolved,Rohan Mehta,4.9,20.53,4.0,South,Web,No
TCK102264,CUST28093,2024-08-09 06:29:19,Refund Request,Electronics,High,Closed,Neha Gupta,6.39,1.27,5.0,Central,Email,No
TCK111383,CUST29330,2024-02-13 19:14:25,Delivery Delay,Furniture,Medium,Closed,Aarav Sharma,3.1,1.3,5.0,Central,Chat,No
TCK106190,CUST45141,2024-06-30 12:36:24,Feature Request,Fashion,Medium,Open,Aditya Singh,0.33,,,Central,Phone,No
TCK110290,CUST46409,2024-08-13 22:43:03,Login Problem,Books & Media,High,Closed,Neha Gupta,2.93,5.39,3.0,Central,Web,No
TCK110171,CUST18558,2024-07-15 20:34:38,Feature Request,Fashion,Critical,Resolved,Aarav Sharma,0.98,1.67,5.0,North,Chat,No
TCK100894,CUST40720,2024-10-03 12:29:57,Feature Request,Groceries,Medium,Closed,Pooja Desai,0.6,24.41,3.0,South,Web,No
TCK101491,CUST41797,2024-09-18 06:59:35,Login Problem,Electronics,Low,Closed,Karan Verma,2.6,31.98,5.0,North,Web,No
TCK101851,CUST14716,2024-05-12 07:39:34,Product Defect,Books & Media,High,Closed,Pooja Desai,0.1,3.74,4.0,South,Chat,No
TCK107458,CUST17539,2024-08-18 13:49:35,App Crash,Furniture,Medium,Closed,Sneha Reddy,0.49,31.33,5.0,East,Phone,No
TCK100325,CUST23588,2024-08-05 19:50:37,Technical Support,Books & Media,High,Closed,Aditya Singh,1.92,0.87,2.0,Central,Chat,No
TCK101216,CUST17657,2024-05-01 15:53:03,Billing Issue,Mobile & Accessories,Medium,Closed,Pooja Desai,2.12,18.43,4.0,West,Chat,No
TCK102934,CUST10321,2024-08-11 21:49:40,Account Access,Books & Media,Medium,Closed,Ishita Kapoor,4.79,45.01,3.0,North,Email,No
TCK104690,CUST36484,2024-05-13 05:51:45,Warranty Claim,Groceries,Medium,Resolved,Vikram Rao,0.48,6.49,4.0,North,Chat,No
TCK108972,CUST44260,2024-01-10 17:37:42,Account Access,Software/Subscription,Low,Closed,Aditya Singh,1.71,40.37,3.0,Central,Phone,No
TCK108705,CUST39776,2024-09-18 12:30:51,Refund Request,Mobile & Accessories,Critical,Closed,Rohan Mehta,0.48,0.5,,East,Phone,No
TCK110400,CUST31945,2024-12-31 02:12:37,Login Problem,Software/Subscription,Medium,Open,Aarav Sharma,0.47,,,West,Chat,No
TCK111123,CUST31557,2024-01-09 17:23:27,Technical Support,Software/Subscription,Low,Closed,Neha Gupta,0.1,2.08,3.0,West,Email,No
TCK111785,CUST33939,2024-07-18 04:46:29,App Crash,Books & Media,Low,Resolved,Priya Nair,0.48,4.96,2.0,South,Chat,No
TCK101130,CUST45201,2024-01-02 16:20:54,App Crash,Home Appliances,Medium,Closed,Manish Kumar,1.99,36.01,3.0,South,Chat,No
TCK108133,CUST36291,2024-01-23 12:05:37,Feature Request,Furniture,Medium,Closed,Aditya Singh,0.83,86.23,3.0,Central,Phone,No
TCK102919,CUST42644,2024-08-25 08:54:59,App Crash,Home Appliances,Low,Closed,Manish Kumar,5.52,25.41,4.0,South,Web,No
TCK105904,CUST26657,2024-06-14 08:36:39,Feature Request,Home Appliances,Low,Closed,Aditya Singh,1.36,74.7,2.0,South,Email,No
TCK103085,CUST30611,2024-07-05 21:29:23,Warranty Claim,Mobile & Accessories,Low,Closed,Priya Nair,2.88,4.89,4.0,West,Web,No
TCK104589,CUST48403,2024-07-31 21:12:34,Login Problem,Mobile & Accessories,Low,Resolved,Pooja Desai,3.63,14.44,4.0,West,Email,No
TCK104305,CUST48341,2024-01-19 22:22:23,Login Problem,Fashion,Low,Closed,Ishita Kapoor,1.49,11.65,3.0,South,Web,No
TCK102796,CUST49478,2024-12-18 13:52:07,Technical Support,Fashion,Low,Open,Rohan Mehta,1.89,,,Central,Email,No
TCK109397,CUST38486,2024-12-11 09:53:25,Payment Failure,Fashion,Low,Resolved,Divya Menon,0.1,33.91,3.0,North,Email,No
TCK100799,CUST18603,2024-07-23 13:35:39,Product Defect,Electronics,Low,Closed,Rahul Joshi,12.72,0.5,4.0,North,Email,No
TCK100735,CUST25061,2024-05-26 21:11:07,Account Access,Mobile & Accessories,Medium,Closed,Aarav Sharma,0.15,4.85,4.0,North,Chat,No
TCK106009,CUST11555,2024-07-30 06:11:57,Login Problem,Books & Media,Low,Resolved,Rohan Mehta,0.16,5.7,5.0,North,Phone,No
TCK102245,CUST41813,2024-05-16 03:46:19,Technical Support,Books & Media,Low,Closed,Arjun Malhotra,0.62,35.87,4.0,East,Phone,No
TCK100179,CUST11640,2024-08-28 14:35:43,Order Cancellation,Groceries,High,Resolved,Ishita Kapoor,0.1,16.12,3.0,Central,Phone,No
TCK108399,CUST12149,2024-07-11 08:11:03,Billing Issue,Software/Subscription,High,In Progress,Priya Nair,3.85,,,South,Email,No
TCK109191,CUST34967,2024-09-05 18:45:39,Technical Support,Fashion,High,Closed,Aditya Singh,2.22,8.46,5.0,West,Web,No
TCK101175,CUST20524,2024-04-09 14:15:21,Feature Request,Fashion,Medium,Closed,Ishita Kapoor,3.61,11.92,4.0,West,Email,No
TCK109024,CUST30057,2024-07-24 15:11:32,Payment Failure,Electronics,Low,Closed,Aditya Singh,0.2,5.27,3.0,East,Chat,No
TCK108413,CUST29518,2024-09-17 08:00:26,Account Access,Home Appliances,High,Closed,Ananya Iyer,1.2,9.98,4.0,West,Chat,No
TCK101832,CUST48585,2024-07-10 10:45:31,Technical Support,Software/Subscription,Low,Closed,Aditya Singh,0.13,18.32,5.0,West,Phone,No
TCK109798,CUST42873,2024-01-18 19:56:58,Product Defect,Software/Subscription,Medium,Closed,Aarav Sharma,9.43,42.36,3.0,East,Email,No
TCK106349,CUST48538,2024-09-07 05:37:02,App Crash,Mobile & Accessories,High,Closed,Karan Verma,1.63,5.61,4.0,Central,Email,No
TCK109735,CUST18397,2024-01-21 20:13:14,Technical Support,Fashion,Medium,Resolved,Vikram Rao,6.28,5.64,3.0,North,Web,No
TCK101782,CUST13268,2024-09-08 00:22:14,Delivery Delay,Home Appliances,High,Closed,Priya Nair,0.7,16.84,,South,Chat,Yes
TCK103202,CUST12913,2024-10-02 06:46:18,Billing Issue,Groceries,Low,Closed,Neha Gupta,4.72,5.1,5.0,South,Web,No
TCK100199,CUST39734,2024-07-15 08:04:39,Warranty Claim,Furniture,Low,Resolved,Arjun Malhotra,0.11,18.09,4.0,North,Email,No
TCK109943,CUST20528,2024-04-02 17:20:55,Payment Failure,Groceries,Medium,Closed,Divya Menon,7.29,3.19,3.0,East,Email,No
TCK104088,CUST14626,2024-08-31 13:10:52,Payment Failure,Furniture,High,Closed,Sneha Reddy,2.8,32.12,5.0,West,Web,No
TCK105194,CUST47502,2024-08-22 16:27:54,Feature Request,Books & Media,Low,Closed,Manish Kumar,1.76,71.28,2.0,Central,Chat,No
TCK100549,CUST15099,2024-04-02 10:16:58,Technical Support,Groceries,Low,Closed,Rahul Joshi,0.2,73.6,3.0,South,Phone,No
TCK103340,CUST33315,2024-02-11 09:55:13,Product Defect,Home Appliances,Medium,Closed,Divya Menon,0.3,29.39,2.0,South,Chat,No
TCK111432,CUST16234,2024-01-24 08:55:46,Login Problem,Electronics,High,Resolved,Arjun Malhotra,0.24,0.84,4.0,West,Chat,No
TCK111121,CUST34804,2024-04-11 06:22:07,Account Access,Books & Media,Medium,Closed,Pooja Desai,3.31,6.16,4.0,East,Web,No
TCK106730,CUST33999,2024-02-03 22:33:25,Payment Failure,Books & Media,High,Closed,Priya Nair,2.05,20.9,4.0,East,Email,No
TCK111355,CUST46458,2024-05-16 02:23:59,App Crash,Furniture,Low,Closed,Priya Nair,0.1,4.0,5.0,Central,Phone,No
TCK102533,CUST34750,2024-03-06 09:25:50,Account Access,Fashion,High,Resolved,Sneha Reddy,8.63,9.05,4.0,South,Web,No
TCK106026,CUST32385,2024-10-14 02:26:19,Order Cancellation,Furniture,Low,Closed,Arjun Malhotra,0.5,4.13,5.0,Central,Chat,No
TCK102315,CUST29123,2024-07-15 08:28:59,Login Problem,Fashion,Medium,Closed,Rahul Joshi,2.83,11.49,5.0,South,Phone,No
TCK111882,CUST19569,2024-08-29 10:52:34,Feature Request,Electronics,Low,Open,Priya Nair,1.65,,,Central,Email,No
TCK108630,CUST16441,2024-02-26 03:19:02,Payment Failure,Books & Media,Critical,Closed,Aditya Singh,2.05,3.96,4.0,Central,Chat,Yes
TCK109995,CUST11958,2024-04-06 16:31:46,Order Cancellation,Electronics,High,Closed,Sneha Reddy,5.59,3.16,5.0,Central,Email,No
TCK109103,CUST46809,2024-08-29 14:53:00,App Crash,Books & Media,Low,Resolved,Neha Gupta,2.1,0.5,4.0,South,Web,No
TCK100067,CUST27118,2024-03-10 08:22:21,Warranty Claim,Software/Subscription,Critical,Closed,Priya Nair,2.09,4.89,4.0,North,Web,No
TCK105128,CUST37162,2024-10-22 18:43:21,Refund Request,Software/Subscription,High,Closed,Rahul Joshi,3.28,11.41,2.0,East,Email,No
TCK104713,CUST20288,2024-02-09 22:07:52,App Crash,Groceries,High,In Progress,Neha Gupta,8.79,,,Central,Email,No
TCK105215,CUST22392,2024-06-07 18:17:39,Warranty Claim,Groceries,Medium,Closed,Vikram Rao,0.1,0.83,5.0,South,Phone,No
TCK103261,CUST19672,2024-03-27 10:27:01,Payment Failure,Books & Media,Medium,Resolved,Rohan Mehta,6.0,11.65,5.0,West,Email,No
TCK105034,CUST12054,2024-07-16 00:11:59,App Crash,Electronics,Low,Closed,Ananya Iyer,1.33,0.66,5.0,Central,Email,No
TCK102573,CUST12884,2024-04-27 15:19:42,Billing Issue,Mobile & Accessories,Low,Closed,Aditya Singh,0.42,21.59,3.0,South,Chat,No
TCK108296,CUST44776,2024-12-05 22:35:04,App Crash,Electronics,High,Closed,Divya Menon,1.84,9.76,5.0,East,Email,No
TCK108723,CUST32177,2024-07-23 18:48:42,App Crash,Groceries,Medium,In Progress,Vikram Rao,1.51,,,East,Chat,No
TCK100623,CUST26563,2024-07-03 05:41:39,App Crash,Mobile & Accessories,Low,Closed,Divya Menon,0.25,4.16,4.0,South,Phone,No
TCK101682,CUST20582,2024-01-27 11:18:51,Refund Request,Groceries,High,Closed,Priya Nair,2.63,2.38,4.0,East,Email,Yes
TCK100788,CUST45287,2024-03-08 18:49:11,Refund Request,Groceries,Medium,Closed,Rahul Joshi,1.95,13.81,5.0,East,Email,No
TCK103333,CUST44942,2024-09-06 12:57:20,Order Cancellation,Software/Subscription,Low,Closed,Ishita Kapoor,0.2,10.99,3.0,North,Email,No
TCK106852,CUST24425,2024-09-26 00:37:28,Technical Support,Groceries,High,Closed,Divya Menon,1.24,42.08,4.0,South,Web,No
TCK107337,CUST40625,2024-01-16 13:48:05,Payment Failure,Mobile & Accessories,Low,Closed,Aarav Sharma,5.81,39.23,2.0,West,Web,No
TCK110601,CUST22438,2024-08-08 11:31:29,Order Cancellation,Fashion,High,Closed,Manish Kumar,1.17,5.99,4.0,North,Chat,Yes
TCK103281,CUST46282,2024-03-27 07:37:34,Order Cancellation,Mobile & Accessories,Low,Resolved,Pooja Desai,1.11,6.68,5.0,North,Chat,No
TCK109639,CUST15576,2024-07-22 23:30:14,Technical Support,Furniture,High,Closed,Divya Menon,0.11,6.68,4.0,West,Phone,No
TCK111050,CUST37706,2024-11-15 04:58:45,Billing Issue,Mobile & Accessories,Medium,In Progress,Pooja Desai,1.6,,,North,Email,No
TCK108219,CUST27037,2024-07-11 04:34:35,Account Access,Groceries,Medium,Closed,Manish Kumar,1.79,0.5,4.0,Central,Web,No
TCK106022,CUST14165,2024-03-25 13:27:40,Order Cancellation,Books & Media,Low,Closed,Rahul Joshi,1.68,9.3,4.0,West,Chat,No
TCK110481,CUST32434,2024-09-02 22:24:02,Account Access,Books & Media,High,Closed,Ananya Iyer,1.21,11.34,4.0,Central,Chat,No
TCK100516,CUST40543,2024-05-01 23:00:08,Account Access,Home Appliances,Critical,Closed,Sneha Reddy,6.98,3.82,4.0,Central,Email,No
TCK100479,CUST18986,2024-05-28 15:13:07,Product Defect,Mobile & Accessories,Medium,Closed,Vikram Rao,2.57,25.09,3.0,North,Chat,No
TCK109805,CUST21291,2024-08-18 17:10:28,Payment Failure,Electronics,Low,Closed,Rahul Joshi,2.83,40.95,2.0,West,Email,No
TCK109121,CUST23120,2024-08-06 05:32:46,App Crash,Mobile & Accessories,Low,Closed,Rohan Mehta,0.17,7.11,,East,Chat,No
TCK108300,CUST39635,2024-07-02 02:37:43,Delivery Delay,Home Appliances,Low,Closed,Aarav Sharma,0.15,3.05,3.0,South,Chat,No
TCK102648,CUST28687,2024-05-07 06:53:14,Product Defect,Home Appliances,Medium,Closed,Manish Kumar,1.56,17.69,3.0,South,Phone,No
TCK109935,CUST22505,2024-05-01 04:37:43,Order Cancellation,Groceries,Medium,Resolved,Karan Verma,14.5,11.42,3.0,West,Email,No
TCK108012,CUST37205,2024-01-01 19:11:55,Product Defect,Furniture,Medium,Closed,Ishita Kapoor,0.8,2.91,5.0,South,Chat,No
TCK107969,CUST37365,2024-04-07 00:43:56,Refund Request,Books & Media,Medium,Closed,Rahul Joshi,5.42,66.91,3.0,East,Email,No
TCK101034,CUST23974,2024-10-23 19:07:12,Billing Issue,Mobile & Accessories,Medium,Resolved,Priya Nair,1.32,0.93,3.0,East,Web,No
TCK106932,CUST11090,2024-09-30 15:36:34,Refund Request,Books & Media,Medium,Closed,Aarav Sharma,2.22,8.11,4.0,East,Phone,Yes
TCK102599,CUST32194,2024-09-15 06:19:45,Product Defect,Books & Media,High,Resolved,Sneha Reddy,0.37,13.3,3.0,West,Chat,No
TCK108207,CUST34762,2024-04-29 01:28:36,Billing Issue,Electronics,Critical,Closed,Pooja Desai,4.25,17.79,4.0,North,Email,No
TCK109553,CUST21350,2024-12-04 05:59:41,Delivery Delay,Home Appliances,High,Resolved,Ishita Kapoor,1.65,32.39,4.0,Central,Chat,No
TCK110419,CUST26184,2024-03-30 12:31:41,Product Defect,Software/Subscription,Medium,Closed,Manish Kumar,1.71,24.97,,North,Chat,No
TCK110827,CUST19293,2024-03-03 16:25:12,Login Problem,Furniture,Medium,Resolved,Divya Menon,1.32,1.66,5.0,East,Chat,No
TCK100345,CUST22109,2024-02-24 14:35:51,Payment Failure,Groceries,Medium,Closed,Aarav Sharma,0.1,13.13,4.0,South,Email,No
TCK105522,CUST22137,2024-04-30 13:19:11,Product Defect,Books & Media,Medium,Closed,Rohan Mehta,1.98,5.01,3.0,West,Web,No
TCK109512,CUST24109,2024-07-12 11:15:07,Feature Request,Electronics,Medium,Closed,Ananya Iyer,10.49,1.25,3.0,West,Email,No
TCK101872,CUST30586,2024-05-15 19:08:13,Warranty Claim,Fashion,Medium,Closed,Rohan Mehta,0.17,23.73,5.0,East,Phone,No
TCK111985,CUST29221,2024-05-11 13:27:06,Warranty Claim,Software/Subscription,High,Closed,Vikram Rao,1.53,1.94,4.0,North,Email,No
TCK107384,CUST13426,2024-10-10 09:43:08,Login Problem,Mobile & Accessories,Critical,Resolved,Aditya Singh,0.2,8.96,2.0,West,Phone,No
TCK103987,CUST26075,2024-08-17 10:00:30,Technical Support,Software/Subscription,Critical,Open,Ananya Iyer,3.12,,,West,Web,Yes
TCK111643,CUST34619,2024-12-23 17:07:19,Feature Request,Groceries,High,Closed,Neha Gupta,0.49,3.75,4.0,Central,Phone,No
TCK102889,CUST30796,2024-11-01 21:02:11,App Crash,Software/Subscription,Low,Resolved,Vikram Rao,0.51,2.39,,South,Chat,No
TCK108115,CUST48861,2024-02-19 20:06:42,Technical Support,Fashion,Low,Closed,Aditya Singh,3.22,13.17,,South,Chat,No
TCK104624,CUST22309,2024-04-14 22:03:48,Account Access,Fashion,Critical,Closed,Arjun Malhotra,1.53,13.09,3.0,South,Chat,Yes
TCK104819,CUST12735,2024-07-20 05:59:18,App Crash,Fashion,Low,Closed,Karan Verma,1.44,16.28,4.0,West,Email,No
TCK100221,CUST15102,2024-11-30 19:26:51,Technical Support,Furniture,Low,Resolved,Aditya Singh,1.54,5.08,5.0,Central,Phone,No
TCK111133,CUST30818,2024-11-05 10:27:40,Warranty Claim,Electronics,Low,Resolved,Aditya Singh,16.94,73.92,3.0,East,Email,Yes
TCK110291,CUST33919,2024-12-01 10:44:56,Account Access,Fashion,High,Closed,Rohan Mehta,2.0,7.5,4.0,Central,Email,Yes
TCK110086,CUST27085,2024-12-29 12:24:52,Technical Support,Furniture,Medium,Open,Pooja Desai,0.78,,,South,Email,No
TCK106795,CUST26019,2024-09-22 01:04:35,Warranty Claim,Mobile & Accessories,Low,Closed,Sneha Reddy,0.27,0.95,3.0,Central,Phone,No
TCK106028,CUST12006,2024-07-12 15:34:46,Warranty Claim,Furniture,High,Closed,Divya Menon,1.48,0.91,3.0,East,Email,No
TCK106479,CUST38157,2024-12-16 21:36:36,Warranty Claim,Books & Media,Low,Closed,Vikram Rao,0.14,28.17,2.0,East,Phone,No
TCK104017,CUST29938,2024-02-22 12:49:36,Feature Request,Software/Subscription,Low,Closed,Divya Menon,2.93,30.84,4.0,North,Phone,No
TCK106074,CUST30378,2024-01-13 04:39:50,Product Defect,Fashion,Low,Closed,Ishita Kapoor,0.33,4.1,5.0,South,Phone,No
TCK104249,CUST36338,2024-03-21 20:37:54,Technical Support,Groceries,Medium,Resolved,Karan Verma,1.85,4.5,4.0,Central,Web,No
TCK111086,CUST41904,2024-09-28 17:05:49,Refund Request,Furniture,Low,Closed,Priya Nair,0.64,17.11,5.0,South,Chat,No
TCK108494,CUST38182,2024-03-06 21:44:57,Warranty Claim,Fashion,Low,Closed,Ananya Iyer,4.04,150.93,1.0,North,Chat,No
TCK110158,CUST29606,2024-10-06 09:26:07,Billing Issue,Software/Subscription,Medium,Closed,Rahul Joshi,1.14,23.08,2.0,West,Phone,No
TCK105869,CUST21116,2024-08-02 07:08:33,Feature Request,Fashion,Critical,Resolved,Manish Kumar,0.42,6.56,3.0,South,Chat,No
